COMM,Source,Destination,TotValue
wht,xcb,nzl,0.000135666
gro,xcb,nzl,0.000144799
osd,xcb,nzl,0.0004522
pdr,aut,nzl,7.41E-07
wht,aut,nzl,6.36E-05
gro,aut,nzl,0.067760453
osd,aut,nzl,2.54E-06
pdr,bel,nzl,2.62E-07
wht,bel,nzl,3.09E-05
gro,bel,nzl,8.60E-06
osd,bel,nzl,6.44E-07
pdr,bgr,nzl,1.82E-06
wht,bgr,nzl,0.000366075
gro,bgr,nzl,0.000433519
osd,bgr,nzl,1.142643333
pdr,hrv,nzl,6.91E-08
wht,hrv,nzl,3.07E-05
gro,hrv,nzl,3.75E-05
osd,hrv,nzl,2.16E-05
pdr,cyp,nzl,4.16E-08
wht,cyp,nzl,4.12E-06
gro,cyp,nzl,4.55E-05
osd,cyp,nzl,1.82E-06
pdr,cze,nzl,1.12E-06
wht,cze,nzl,0.001452409
gro,cze,nzl,0.000934817
osd,cze,nzl,5.40E-05
pdr,dnk,nzl,1.27E-07
wht,dnk,nzl,9.92E-05
gro,dnk,nzl,4.33E-05
osd,dnk,nzl,6.50E-06
pdr,est,nzl,4.12E-09
wht,est,nzl,1.68E-06
gro,est,nzl,1.27E-06
osd,est,nzl,2.35E-07
pdr,fin,nzl,7.83E-07
wht,fin,nzl,0.000260523
gro,fin,nzl,0.000230074
osd,fin,nzl,1.63E-05
pdr,fra,nzl,4.35E-06
wht,fra,nzl,0.002621062
gro,fra,nzl,1.133001685
osd,fra,nzl,0.134989902
pdr,deu,nzl,1.77E-06
wht,deu,nzl,0.003937762
gro,deu,nzl,0.011843337
osd,deu,nzl,0.040761858
pdr,grc,nzl,5.90E-07
wht,grc,nzl,0.000220473
gro,grc,nzl,4.70E-05
osd,grc,nzl,0.000317656
pdr,hun,nzl,4.23E-08
wht,hun,nzl,2.68E-05
gro,hun,nzl,5.43E-06
osd,hun,nzl,4.85E-06
pdr,irl,nzl,6.77E-07
wht,irl,nzl,0.000194115
gro,irl,nzl,7.50E-05
osd,irl,nzl,2.02E-05
pdr,ita,nzl,2.63E-05
wht,ita,nzl,0.002234009
gro,ita,nzl,0.000589975
osd,ita,nzl,0.024185324
pdr,lva,nzl,6.02E-08
wht,lva,nzl,5.95E-06
gro,lva,nzl,2.63E-05
osd,lva,nzl,4.90E-06
pdr,ltu,nzl,8.84E-08
wht,ltu,nzl,9.13E-05
gro,ltu,nzl,3.76E-05
osd,ltu,nzl,9.52E-05
pdr,lux,nzl,5.48E-13
wht,lux,nzl,3.73E-11
gro,lux,nzl,2.32E-11
osd,lux,nzl,1.42E-12
pdr,mlt,nzl,2.05E-08
wht,mlt,nzl,9.63E-06
gro,mlt,nzl,1.50E-06
osd,mlt,nzl,5.61E-08
pdr,nld,nzl,1.94E-06
wht,nld,nzl,0.000148979
gro,nld,nzl,6.60E-05
osd,nld,nzl,0.060236312
pdr,pol,nzl,9.77E-07
wht,pol,nzl,0.001481438
gro,pol,nzl,0.000556875
osd,pol,nzl,0.000267408
pdr,prt,nzl,2.02E-06
wht,prt,nzl,2.96E-05
gro,prt,nzl,4.71E-05
osd,prt,nzl,0.000105585
pdr,rou,nzl,5.30E-06
wht,rou,nzl,0.001071606
gro,rou,nzl,15.25348568
osd,rou,nzl,5.30E-05
pdr,svk,nzl,1.02E-07
wht,svk,nzl,7.07E-05
gro,svk,nzl,6.95E-05
osd,svk,nzl,4.52E-06
pdr,svn,nzl,2.17E-07
wht,svn,nzl,4.58E-05
gro,svn,nzl,5.38E-06
osd,svn,nzl,1.57E-06
pdr,esp,nzl,5.05E-06
wht,esp,nzl,0.000437628
gro,esp,nzl,0.004193958
osd,esp,nzl,0.072984107
pdr,swe,nzl,3.68E-06
wht,swe,nzl,0.00187023
gro,swe,nzl,0.000738821
osd,swe,nzl,0.000123655
pdr,gbr,nzl,1.73E-05
wht,gbr,nzl,0.020096224
gro,gbr,nzl,0.001086389
osd,gbr,nzl,0.006402773
pdr,che,nzl,1.15E-06
wht,che,nzl,0.000101332
gro,che,nzl,9.45E-05
osd,che,nzl,8.21E-05
pdr,nor,nzl,8.91E-07
wht,nor,nzl,9.83E-05
gro,nor,nzl,0.000371474
osd,nor,nzl,1.11E-05
pdr,xef,nzl,9.76E-08
wht,xef,nzl,1.96E-05
gro,xef,nzl,8.19E-06
osd,xef,nzl,1.86E-06
pdr,alb,nzl,5.94E-08
wht,alb,nzl,0.0001105
gro,alb,nzl,3.88E-05
osd,alb,nzl,0.00024731
pdr,srb,nzl,5.82E-09
wht,srb,nzl,5.05E-06
gro,srb,nzl,4.74E-06
osd,srb,nzl,9.42E-08
pdr,blr,nzl,1.72E-06
wht,blr,nzl,3.39E-05
gro,blr,nzl,2.48E-05
osd,blr,nzl,1.27E-05
pdr,rus,nzl,1.91E-06
wht,rus,nzl,0.001206126
gro,rus,nzl,9.23E-05
osd,rus,nzl,0.003325753
pdr,ukr,nzl,3.67E-07
wht,ukr,nzl,0.000135665
gro,ukr,nzl,6.69E-05
osd,ukr,nzl,1.29E-05
pdr,xee,nzl,1.15E-07
wht,xee,nzl,4.25E-05
gro,xee,nzl,2.09E-05
osd,xee,nzl,4.04E-06
pdr,xer,nzl,4.05E-07
wht,xer,nzl,0.000247725
gro,xer,nzl,0.000228288
osd,xer,nzl,1.39E-05
pdr,kaz,nzl,1.54E-07
wht,kaz,nzl,7.23E-05
gro,kaz,nzl,2.96E-05
osd,kaz,nzl,3.69E-07
pdr,kgz,nzl,2.57E-06
wht,kgz,nzl,8.99E-05
gro,kgz,nzl,0.000691238
osd,kgz,nzl,6.78E-07
pdr,tjk,nzl,1.55E-07
wht,tjk,nzl,4.34E-05
gro,tjk,nzl,1.99E-05
osd,tjk,nzl,2.56E-05
pdr,uzb,nzl,3.92E-06
wht,uzb,nzl,0.000181767
gro,uzb,nzl,0.000360819
osd,uzb,nzl,0.000836374
pdr,xsu,nzl,7.45E-07
wht,xsu,nzl,0.000349819
gro,xsu,nzl,0.000143207
osd,xsu,nzl,1.79E-06
pdr,arm,nzl,1.85E-07
wht,arm,nzl,2.53E-05
gro,arm,nzl,0.000145517
osd,arm,nzl,8.82E-06
pdr,aze,nzl,6.10E-05
wht,aze,nzl,0.002818262
gro,aze,nzl,0.00150374
osd,aze,nzl,0.000108026
pdr,geo,nzl,1.12E-07
wht,geo,nzl,4.55E-05
gro,geo,nzl,0.000356365
osd,geo,nzl,2.17E-07
pdr,bhr,nzl,9.09E-05
wht,bhr,nzl,6.19E-05
gro,bhr,nzl,0.000224664
osd,bhr,nzl,1.37E-06
pdr,irn,nzl,0.001376909
wht,irn,nzl,0.010217519
gro,irn,nzl,0.003043648
osd,irn,nzl,0.002810734
pdr,irq,nzl,5.32E-15
wht,irq,nzl,3.70E-16
gro,irq,nzl,1.34E-15
osd,irq,nzl,3.96E-17
pdr,isr,nzl,2.70E-06
wht,isr,nzl,0.000158571
gro,isr,nzl,0.000232664
osd,isr,nzl,2.97E-05
pdr,jor,nzl,1.56E-07
wht,jor,nzl,1.75E-05
gro,jor,nzl,0.000163947
osd,jor,nzl,2.02E-05
pdr,kwt,nzl,1.02E-12
wht,kwt,nzl,5.41E-11
gro,kwt,nzl,3.88E-11
osd,kwt,nzl,1.41E-12
pdr,lbn,nzl,7.80E-08
wht,lbn,nzl,1.09E-05
gro,lbn,nzl,0.00828331
osd,lbn,nzl,0.001121308
pdr,omn,nzl,1.25E-06
wht,omn,nzl,1.09E-05
gro,omn,nzl,7.39E-05
osd,omn,nzl,1.51E-07
pdr,pse,nzl,4.13E-08
wht,pse,nzl,1.82E-05
gro,pse,nzl,3.95E-06
osd,pse,nzl,0.000111405
pdr,qat,nzl,3.17E-05
wht,qat,nzl,2.03E-05
gro,qat,nzl,4.33E-05
osd,qat,nzl,3.95E-07
pdr,sau,nzl,1.71E-07
wht,sau,nzl,0.000261898
gro,sau,nzl,0.000110523
osd,sau,nzl,6.95E-07
pdr,syr,nzl,1.13E-13
wht,syr,nzl,3.43E-10
gro,syr,nzl,2.52E-11
osd,syr,nzl,6.17E-11
pdr,tur,nzl,9.28E-06
wht,tur,nzl,0.007606836
gro,tur,nzl,0.000957854
osd,tur,nzl,0.018378116
pdr,are,nzl,4.24E-07
wht,are,nzl,3.35E-05
gro,are,nzl,1.69E-05
osd,are,nzl,0.006175523
pdr,xws,nzl,2.04E-17
wht,xws,nzl,6.22E-14
gro,xws,nzl,4.57E-15
osd,xws,nzl,1.12E-14
pdr,dza,nzl,7.07E-11
wht,dza,nzl,1.53E-07
gro,dza,nzl,6.64E-08
osd,dza,nzl,8.79E-10
pdr,egy,nzl,0.000161589
wht,egy,nzl,0.000973292
gro,egy,nzl,0.000244463
osd,egy,nzl,0.000161314
pdr,mar,nzl,1.37E-05
wht,mar,nzl,0.002527164
gro,mar,nzl,0.000890328
osd,mar,nzl,0.000610838
pdr,tun,nzl,5.10E-08
wht,tun,nzl,5.59E-06
gro,tun,nzl,1.95E-05
osd,tun,nzl,2.16E-07
pdr,xnf,nzl,1.66E-08
wht,xnf,nzl,7.47E-06
gro,xnf,nzl,3.22E-06
osd,xnf,nzl,5.56E-08
pdr,ben,nzl,1.77E-09
wht,ben,nzl,2.96E-09
gro,ben,nzl,9.38E-07
osd,ben,nzl,1.29E-07
pdr,bfa,nzl,1.22E-07
wht,bfa,nzl,1.62E-09
gro,bfa,nzl,1.20E-06
osd,bfa,nzl,2.67E-09
pdr,cmr,nzl,1.16E-05
wht,cmr,nzl,5.94E-06
gro,cmr,nzl,0.002425536
osd,cmr,nzl,7.19E-05
pdr,civ,nzl,0.003887733
wht,civ,nzl,0.000487027
gro,civ,nzl,0.001125097
osd,civ,nzl,0.000598394
pdr,gha,nzl,0.004662814
wht,gha,nzl,0.000139332
gro,gha,nzl,0.020217182
osd,gha,nzl,0.016825216
pdr,gin,nzl,0.001152517
wht,gin,nzl,2.85E-06
gro,gin,nzl,0.000634453
osd,gin,nzl,0.000582312
pdr,mli,nzl,0.000470846
wht,mli,nzl,0.000138695
gro,mli,nzl,0.012864239
osd,mli,nzl,0.000690977
pdr,ner,nzl,0.000459502
wht,ner,nzl,2.32E-05
gro,ner,nzl,0.01653469
osd,ner,nzl,0.001485423
pdr,nga,nzl,1.27E-08
wht,nga,nzl,3.28E-10
gro,nga,nzl,2.37E-08
osd,nga,nzl,0.02792201
pdr,sen,nzl,5.20E-06
wht,sen,nzl,7.70E-06
gro,sen,nzl,0.001059274
osd,sen,nzl,0.000331292
pdr,tgo,nzl,8.79E-10
wht,tgo,nzl,8.47E-10
gro,tgo,nzl,4.84E-07
osd,tgo,nzl,3.70E-10
pdr,xwf,nzl,0.000122972
wht,xwf,nzl,9.86E-06
gro,xwf,nzl,0.002054248
osd,xwf,nzl,0.000193663
pdr,caf,nzl,5.69E-05
wht,caf,nzl,0.000107748
gro,caf,nzl,0.000101763
osd,caf,nzl,0.000484663
pdr,tcd,nzl,0.000395332
wht,tcd,nzl,0.000210548
gro,tcd,nzl,0.001712375
osd,tcd,nzl,0.001495424
pdr,cog,nzl,4.39E-10
wht,cog,nzl,1.81E-08
gro,cog,nzl,3.43E-07
osd,cog,nzl,1.29E-06
pdr,cod,nzl,9.04E-07
wht,cod,nzl,1.25E-07
gro,cod,nzl,1.32E-05
osd,cod,nzl,1.03E-05
pdr,gnq,nzl,3.46E-05
wht,gnq,nzl,8.50E-06
gro,gnq,nzl,3.07E-05
osd,gnq,nzl,1.92E-06
pdr,gab,nzl,3.42E-12
wht,gab,nzl,5.01E-11
gro,gab,nzl,1.86E-09
osd,gab,nzl,8.29E-10
pdr,xac,nzl,2.28E-05
wht,xac,nzl,0.000938354
gro,xac,nzl,0.017799681
osd,xac,nzl,0.0670688
pdr,com,nzl,3.56E-06
wht,com,nzl,1.12E-07
gro,com,nzl,2.47E-06
osd,com,nzl,3.42E-07
pdr,eth,nzl,2.35E-05
wht,eth,nzl,0.006427435
gro,eth,nzl,0.023337169
osd,eth,nzl,8.45E-05
pdr,ken,nzl,6.17E-06
wht,ken,nzl,6.24E-05
gro,ken,nzl,0.002188982
osd,ken,nzl,0.001439666
pdr,mdg,nzl,8.67E-11
wht,mdg,nzl,3.43E-08
gro,mdg,nzl,1.28E-07
osd,mdg,nzl,6.01E-07
pdr,mwi,nzl,0.001203995
wht,mwi,nzl,6.53E-06
gro,mwi,nzl,0.002421982
osd,mwi,nzl,0.005512472
pdr,mus,nzl,9.29E-07
wht,mus,nzl,6.62E-05
gro,mus,nzl,3.48E-05
osd,mus,nzl,1.28E-05
pdr,moz,nzl,1.36E-13
wht,moz,nzl,1.20E-14
gro,moz,nzl,1.53E-12
osd,moz,nzl,2.69E-13
pdr,rwa,nzl,0.002062322
wht,rwa,nzl,0.00013464
gro,rwa,nzl,0.005488912
osd,rwa,nzl,0.003197446
pdr,sdn,nzl,2.91E-07
wht,sdn,nzl,5.63E-05
gro,sdn,nzl,0.00076156
osd,sdn,nzl,0.000495309
pdr,tza,nzl,1.77E-08
wht,tza,nzl,2.51E-09
gro,tza,nzl,6.47E-08
osd,tza,nzl,6.98E-08
pdr,uga,nzl,4.27E-05
wht,uga,nzl,6.09E-06
gro,uga,nzl,0.000153453
osd,uga,nzl,0.000315632
pdr,zmb,nzl,9.27E-07
wht,zmb,nzl,3.08E-05
gro,zmb,nzl,0.002210743
osd,zmb,nzl,0.00089464
pdr,zwe,nzl,1.08E-07
wht,zwe,nzl,3.40E-05
gro,zwe,nzl,0.000671812
osd,zwe,nzl,0.000167965
pdr,xec,nzl,0.000151571
wht,xec,nzl,3.87E-05
gro,xec,nzl,0.002001454
osd,xec,nzl,0.00052138
pdr,bwa,nzl,2.11E-09
wht,bwa,nzl,1.31E-07
gro,bwa,nzl,2.31E-06
osd,bwa,nzl,1.87E-08
pdr,swz,nzl,1.07E-09
wht,swz,nzl,4.81E-09
gro,swz,nzl,3.18E-07
osd,swz,nzl,1.24E-10
pdr,nam,nzl,2.09E-08
wht,nam,nzl,1.68E-06
gro,nam,nzl,3.55E-05
osd,nam,nzl,4.25E-08
pdr,zaf,nzl,1.93E-06
wht,zaf,nzl,0.000411402
gro,zaf,nzl,0.002847548
osd,zaf,nzl,0.347757041
pdr,xsc,nzl,7.70E-15
wht,xsc,nzl,3.47E-14
gro,xsc,nzl,2.30E-12
osd,xsc,nzl,8.94E-16
pdr,xtw,nzl,2.23E-10
wht,xtw,nzl,1.94E-08
gro,xtw,nzl,4.58E-08
osd,xtw,nzl,1.45E-09
pdr,aus,xoc,0.018917564
wht,aus,xoc,115.4514999
gro,aus,xoc,1.669283629
osd,aus,xoc,0.476715773
pdr,nzl,xoc,6.63E-06
wht,nzl,xoc,0.001860805
gro,nzl,xoc,0.381962657
osd,nzl,xoc,0.116228893
pdr,xoc,xoc,0.874130052
wht,xoc,xoc,25.26834457
gro,xoc,xoc,23.40928197
osd,xoc,xoc,10.4793951
pdr,chn,xoc,0.013563322
wht,chn,xoc,0.003857972
gro,chn,xoc,0.007381589
osd,chn,xoc,0.094571047
pdr,hkg,xoc,7.44E-06
wht,hkg,xoc,0.000191718
gro,hkg,xoc,9.91E-05
osd,hkg,xoc,3.96E-06
pdr,jpn,xoc,1.31E-05
wht,jpn,xoc,0.000107082
gro,jpn,xoc,7.21E-05
osd,jpn,xoc,0.011190011
pdr,kor,xoc,8.23E-06
wht,kor,xoc,7.71E-05
gro,kor,xoc,5.02E-05
osd,kor,xoc,0.005126908
pdr,mng,xoc,2.25E-08
wht,mng,xoc,3.24E-06
gro,mng,xoc,1.48E-06
osd,mng,xoc,1.39E-08
pdr,twn,xoc,1.71E-07
wht,twn,xoc,8.57E-06
gro,twn,xoc,0.0240335
osd,twn,xoc,0.009136165
pdr,xea,xoc,5.86E-06
wht,xea,xoc,0.000195044
gro,xea,xoc,9.76E-05
osd,xea,xoc,3.15E-06
pdr,brn,xoc,6.97E-07
wht,brn,xoc,3.70E-06
gro,brn,xoc,1.77E-06
osd,brn,xoc,6.85E-07
pdr,khm,xoc,0.001480139
wht,khm,xoc,1.50E-05
gro,khm,xoc,0.000280266
osd,khm,xoc,0.001023355
pdr,idn,xoc,9.54E-05
wht,idn,xoc,0.00011833
gro,idn,xoc,0.024541775
osd,idn,xoc,0.002251444
pdr,lao,xoc,0.004865316
wht,lao,xoc,7.19E-06
gro,lao,xoc,0.001164644
osd,lao,xoc,3.45E-05
pdr,mys,xoc,8.73E-06
wht,mys,xoc,8.93E-05
gro,mys,xoc,5.64E-05
osd,mys,xoc,0.093285345
pdr,phl,xoc,0.000135103
wht,phl,xoc,1.10E-05
gro,phl,xoc,0.000879812
osd,phl,xoc,0.001578163
pdr,sgp,xoc,2.53E-06
wht,sgp,xoc,0.000134543
gro,sgp,xoc,6.82E-05
osd,sgp,xoc,9.67E-06
pdr,tha,xoc,4.64E-05
wht,tha,xoc,0.000331753
gro,tha,xoc,0.002675548
osd,tha,xoc,0.004383887
pdr,vnm,xoc,0.318529904
wht,vnm,xoc,6.77E-05
gro,vnm,xoc,0.000413526
osd,vnm,xoc,0.00097177
pdr,xse,xoc,0.001443086
wht,xse,xoc,1.46E-05
gro,xse,xoc,0.00027325
osd,xse,xoc,0.000997737
pdr,afg,xoc,2.00E-07
wht,afg,xoc,0.000260897
gro,afg,xoc,9.09E-05
osd,afg,xoc,3.54E-07
pdr,bgd,xoc,2.98E-08
wht,bgd,xoc,2.47E-06
gro,bgd,xoc,5.93E-06
osd,bgd,xoc,1.37E-05
pdr,ind,xoc,0.015604365
wht,ind,xoc,0.010841719
gro,ind,xoc,0.005694337
osd,ind,xoc,0.093263805
pdr,npl,xoc,3.75E-05
wht,npl,xoc,3.43E-05
gro,npl,xoc,4.93E-05
osd,npl,xoc,1.45E-05
pdr,pak,xoc,0.000859207
wht,pak,xoc,0.000101141
gro,pak,xoc,4.62E-05
osd,pak,xoc,4.79E-05
pdr,lka,xoc,1.78E-05
wht,lka,xoc,2.06E-06
gro,lka,xoc,8.09E-06
osd,lka,xoc,0.000322604
pdr,xsa,xoc,0.000141888
wht,xsa,xoc,0.000813581
gro,xsa,xoc,0.000256122
osd,xsa,xoc,0.000622992
pdr,can,xoc,7.82E-07
wht,can,xoc,0.0001599
gro,can,xoc,5.23E-05
osd,can,xoc,5.97E-05
pdr,usa,xoc,2.99E-05
wht,usa,xoc,0.009136251
gro,usa,xoc,1.053253293
osd,usa,xoc,0.010541237
pdr,mex,xoc,2.47E-07
wht,mex,xoc,3.14E-05
gro,mex,xoc,0.000215337
osd,mex,xoc,1.89E-06
pdr,xna,xoc,7.69E-08
wht,xna,xoc,6.91E-06
gro,xna,xoc,4.79E-06
osd,xna,xoc,1.35E-06
pdr,arg,xoc,2.68E-07
wht,arg,xoc,1.13E-05
gro,arg,xoc,0.210475296
osd,arg,xoc,1.03E-06
pdr,bol,xoc,9.70E-08
wht,bol,xoc,1.18E-05
gro,bol,xoc,4.13E-05
osd,bol,xoc,1.45E-05
pdr,bra,xoc,1.63E-05
wht,bra,xoc,2.92E-05
gro,bra,xoc,0.047428817
osd,bra,xoc,7.02E-06
pdr,chl,xoc,2.02E-07
wht,chl,xoc,1.72E-05
gro,chl,xoc,0.028889919
osd,chl,xoc,2.04E-07
pdr,col,xoc,3.17E-06
wht,col,xoc,2.24E-06
gro,col,xoc,2.04E-05
osd,col,xoc,1.22E-06
pdr,ecu,xoc,1.68E-07
wht,ecu,xoc,3.16E-06
gro,ecu,xoc,7.19E-05
osd,ecu,xoc,1.11E-06
pdr,pry,xoc,4.78E-08
wht,pry,xoc,1.30E-05
gro,pry,xoc,4.39E-05
osd,pry,xoc,8.49E-07
pdr,per,xoc,1.74E-07
wht,per,xoc,8.15E-06
gro,per,xoc,0.000651058
osd,per,xoc,5.50E-07
pdr,ury,xoc,3.50E-07
wht,ury,xoc,3.80E-05
gro,ury,xoc,1.64E-05
osd,ury,xoc,4.10E-06
pdr,ven,xoc,1.22E-08
wht,ven,xoc,3.97E-06
gro,ven,xoc,7.42E-06
osd,ven,xoc,4.24E-07
pdr,xsm,xoc,8.44E-08
wht,xsm,xoc,4.92E-06
gro,xsm,xoc,2.20E-05
osd,xsm,xoc,7.48E-07
pdr,cri,xoc,6.76E-08
wht,cri,xoc,1.34E-06
gro,cri,xoc,7.63E-07
osd,cri,xoc,3.86E-07
pdr,gtm,xoc,1.62E-07
wht,gtm,xoc,1.07E-05
gro,gtm,xoc,0.000675927
osd,gtm,xoc,0.000163478
pdr,hnd,xoc,3.72E-06
wht,hnd,xoc,4.06E-06
gro,hnd,xoc,0.000343779
osd,hnd,xoc,5.13E-07
pdr,nic,xoc,2.54E-06
wht,nic,xoc,2.58E-06
gro,nic,xoc,0.00021111
osd,nic,xoc,1.48E-06
pdr,pan,xoc,4.57E-07
wht,pan,xoc,8.58E-06
gro,pan,xoc,3.23E-05
osd,pan,xoc,9.64E-07
pdr,slv,xoc,6.67E-08
wht,slv,xoc,4.14E-06
gro,slv,xoc,0.000293142
osd,slv,xoc,5.14E-06
pdr,xca,xoc,7.84E-08
wht,xca,xoc,5.17E-06
gro,xca,xoc,0.000327724
osd,xca,xoc,7.93E-05
pdr,dom,xoc,1.38E-07
wht,dom,xoc,5.21E-06
gro,dom,xoc,6.27E-06
osd,dom,xoc,2.23E-05
pdr,hti,xoc,1.64E-07
wht,hti,xoc,2.06E-06
gro,hti,xoc,0.00013816
osd,hti,xoc,3.57E-07
pdr,jam,xoc,2.99E-08
wht,jam,xoc,1.61E-06
gro,jam,xoc,3.64E-05
osd,jam,xoc,4.35E-06
pdr,pri,xoc,3.43E-08
wht,pri,xoc,3.48E-06
gro,pri,xoc,0.005505467
osd,pri,xoc,1.22E-07
pdr,tto,xoc,1.65E-08
wht,tto,xoc,2.23E-06
gro,tto,xoc,1.95E-06
osd,tto,xoc,1.41E-06
pdr,xcb,xoc,8.97E-07
wht,xcb,xoc,3.99E-05
gro,xcb,xoc,4.26E-05
osd,xcb,xoc,0.000133126
pdr,aut,xoc,6.35E-08
wht,aut,xoc,5.45E-06
gro,aut,xoc,8.87E-06
osd,aut,xoc,0.000646218
pdr,bel,xoc,9.58E-08
wht,bel,xoc,1.13E-05
gro,bel,xoc,0.002508633
osd,bel,xoc,0.002862325
pdr,bgr,xoc,1.83E-07
wht,bgr,xoc,3.69E-05
gro,bgr,xoc,4.37E-05
osd,bgr,xoc,2.85E-05
pdr,hrv,xoc,1.77E-08
wht,hrv,xoc,7.88E-06
gro,hrv,xoc,9.62E-06
osd,hrv,xoc,5.54E-06
pdr,cyp,xoc,5.65E-09
wht,cyp,xoc,5.59E-07
gro,cyp,xoc,6.18E-06
osd,cyp,xoc,2.47E-07
pdr,cze,xoc,5.88E-08
wht,cze,xoc,7.62E-05
gro,cze,xoc,4.91E-05
osd,cze,xoc,2.83E-06
pdr,dnk,xoc,1.19E-07
wht,dnk,xoc,9.25E-05
gro,dnk,xoc,4.04E-05
osd,dnk,xoc,6.05E-06
pdr,est,xoc,1.20E-08
wht,est,xoc,4.91E-06
gro,est,xoc,3.71E-06
osd,est,xoc,6.86E-07
pdr,fin,xoc,5.42E-08
wht,fin,xoc,1.80E-05
gro,fin,xoc,1.59E-05
osd,fin,xoc,1.13E-06
pdr,fra,xoc,5.28E-07
wht,fra,xoc,0.003231933
gro,fra,xoc,0.142379016
osd,fra,xoc,0.094198629
pdr,deu,xoc,5.90E-07
wht,deu,xoc,0.00031434
gro,deu,xoc,0.704549193
osd,deu,xoc,5.12E-05
pdr,grc,xoc,3.74E-07
wht,grc,xoc,0.000139888
gro,grc,xoc,2.98E-05
osd,grc,xoc,0.00020155
pdr,hun,xoc,2.42E-08
wht,hun,xoc,1.54E-05
gro,hun,xoc,3.11E-06
osd,hun,xoc,2.78E-06
pdr,irl,xoc,1.93E-07
wht,irl,xoc,5.55E-05
gro,irl,xoc,2.14E-05
osd,irl,xoc,5.77E-06
pdr,ita,xoc,2.33E-06
wht,ita,xoc,0.001354044
gro,ita,xoc,5.23E-05
osd,ita,xoc,0.000121833
pdr,lva,xoc,6.56E-09
wht,lva,xoc,6.48E-07
gro,lva,xoc,2.86E-06
osd,lva,xoc,5.34E-07
pdr,ltu,xoc,6.51E-09
wht,ltu,xoc,6.73E-06
gro,ltu,xoc,2.77E-06
osd,ltu,xoc,7.01E-06
pdr,lux,xoc,4.49E-07
wht,lux,xoc,3.06E-05
gro,lux,xoc,1.90E-05
osd,lux,xoc,1.16E-06
pdr,mlt,xoc,2.95E-09
wht,mlt,xoc,1.39E-06
gro,mlt,xoc,2.17E-07
osd,mlt,xoc,8.10E-09
pdr,nld,xoc,2.36E-07
wht,nld,xoc,1.81E-05
gro,nld,xoc,8.00E-06
osd,nld,xoc,0.002449401
pdr,pol,xoc,8.28E-08
wht,pol,xoc,0.000125652
gro,pol,xoc,4.72E-05
osd,pol,xoc,2.27E-05
pdr,prt,xoc,1.27E-07
wht,prt,xoc,1.86E-06
gro,prt,xoc,2.96E-06
osd,prt,xoc,6.64E-06
pdr,rou,xoc,5.37E-07
wht,rou,xoc,0.000108417
gro,rou,xoc,0.000284622
osd,rou,xoc,5.36E-06
pdr,svk,xoc,1.05E-08
wht,svk,xoc,7.28E-06
gro,svk,xoc,7.16E-06
osd,svk,xoc,4.65E-07
pdr,svn,xoc,7.47E-09
wht,svn,xoc,1.58E-06
gro,svn,xoc,1.86E-07
osd,svn,xoc,5.41E-08
pdr,esp,xoc,1.67E-06
wht,esp,xoc,0.000144582
gro,esp,xoc,6.90E-05
osd,esp,xoc,5.79E-05
pdr,swe,xoc,1.97E-07
wht,swe,xoc,0.000100199
gro,swe,xoc,3.96E-05
osd,swe,xoc,6.62E-06
pdr,gbr,xoc,4.48E-07
wht,gbr,xoc,0.000226892
gro,gbr,xoc,2.80E-05
osd,gbr,xoc,9.34E-06
pdr,che,xoc,6.34E-07
wht,che,xoc,5.59E-05
gro,che,xoc,5.21E-05
osd,che,xoc,4.53E-05
pdr,nor,xoc,2.11E-07
wht,nor,xoc,2.32E-05
gro,nor,xoc,8.78E-05
osd,nor,xoc,2.63E-06
pdr,xef,xoc,1.43E-06
wht,xef,xoc,0.000286882
gro,xef,xoc,0.000119851
osd,xef,xoc,2.73E-05
pdr,alb,xoc,2.88E-09
wht,alb,xoc,5.36E-06
gro,alb,xoc,1.88E-06
osd,alb,xoc,1.20E-05
pdr,srb,xoc,2.39E-08
wht,srb,xoc,2.07E-05
gro,srb,xoc,1.94E-05
osd,srb,xoc,3.87E-07
pdr,blr,xoc,1.26E-06
wht,blr,xoc,2.49E-05
gro,blr,xoc,1.82E-05
osd,blr,xoc,9.29E-06
pdr,rus,xoc,4.21E-07
wht,rus,xoc,0.000265853
gro,rus,xoc,2.04E-05
osd,rus,xoc,2.37E-06
pdr,ukr,xoc,1.92E-07
wht,ukr,xoc,7.10E-05
gro,ukr,xoc,0.002471088
osd,ukr,xoc,6.76E-06
pdr,xee,xoc,3.52E-08
wht,xee,xoc,1.30E-05
gro,xee,xoc,6.43E-06
osd,xee,xoc,1.24E-06
pdr,xer,xoc,1.24E-07
wht,xer,xoc,7.58E-05
gro,xer,xoc,6.99E-05
osd,xer,xoc,4.26E-06
pdr,kaz,xoc,3.42E-07
wht,kaz,xoc,0.000160442
gro,kaz,xoc,6.57E-05
osd,kaz,xoc,8.19E-07
pdr,kgz,xoc,4.49E-06
wht,kgz,xoc,0.000157068
gro,kgz,xoc,0.00120787
osd,kgz,xoc,1.18E-06
pdr,tjk,xoc,2.24E-07
wht,tjk,xoc,6.28E-05
gro,tjk,xoc,2.87E-05
osd,tjk,xoc,3.71E-05
pdr,uzb,xoc,1.08E-06
wht,uzb,xoc,4.99E-05
gro,uzb,xoc,9.91E-05
osd,uzb,xoc,0.000229647
pdr,xsu,xoc,2.05E-07
wht,xsu,xoc,9.61E-05
